ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-08-21,36452.57757588607,30228.017596301015,44456.39939739319,36404.611417276654,36504.294458535864,425.60459602918365,425.60459602918365,425.60459602918365,3537.655640095343,3537.655640095343,3537.655640095343,-3112.0510440661596,-3112.0510440661596,-3112.0510440661596,0.0,0.0,0.0,36878.18217191525
2018-08-22,36459.83845835433,29301.333756643275,43409.993276576046,36407.411828699915,36515.267360609694,-498.5849634106139,-498.5849634106139,-498.5849634106139,2355.245599891843,2355.245599891843,2355.245599891843,-2853.830563302457,-2853.830563302457,-2853.830563302457,0.0,0.0,0.0,35961.25349494372
2018-08-23,36467.09934082258,28296.728817848918,41575.95517016755,36411.799683935154,36528.05489891081,-1266.3391603623945,-1266.3391603623945,-1266.3391603623945,1290.1553308778232,1290.1553308778232,1290.1553308778232,-2556.494491240218,-2556.494491240218,-2556.494491240218,0.0,0.0,0.0,35200.76018046018
2018-08-24,36474.36022329082,26819.16726469219,40168.40943221443,36414.282087834414,36539.95524519311,-3281.216999444231,-3281.216999444231,-3281.216999444231,-1054.0379767482002,-1054.0379767482002,-1054.0379767482002,-2227.1790226960316,-2227.1790226960316,-2227.1790226960316,0.0,0.0,0.0,33193.14322384659
2018-08-25,36481.621105759084,21662.43975731878,36461.89723002108,36416.55853674032,36552.33170948713,-7894.206024668906,-7894.206024668906,-7894.206024668906,-6020.498657664963,-6020.498657664963,-6020.498657664963,-1873.7073670039438,-1873.7073670039438,-1873.7073670039438,0.0,0.0,0.0,28587.415081090177
2018-08-26,36488.88198822733,23660.641166440062,37628.54684377278,36419.723583212886,36565.03892918851,-5853.226578718747,-5853.226578718747,-5853.226578718747,-4348.821488798231,-4348.821488798231,-4348.821488798231,-1504.4050899205154,-1504.4050899205154,-1504.4050899205154,0.0,0.0,0.0,30635.655409508585
2018-08-27,36496.142870695585,32745.794684857563,46688.304853892034,36420.87351724538,36577.25428704292,3112.3956461476714,3112.3956461476714,3112.3956461476714,4240.301552364656,4240.301552364656,4240.301552364656,-1127.9059062169856,-1127.9059062169856,-1127.9059062169856,0.0,0.0,0.0,39608.538516843255
2018-08-28,36503.40375316383,32927.390874385856,46137.22870605414,36424.256924487374,36591.827776006365,2784.7033238415643,2784.7033238415643,2784.7033238415643,3537.6556400980858,3537.6556400980858,3537.6556400980858,-752.9523162565214,-752.9523162565214,-752.9523162565214,0.0,0.0,0.0,39288.10707700539
2018-08-29,36510.66463563208,31622.266153264005,45404.05182249201,36427.784528290875,36603.38470004678,1967.0500526418261,1967.0500526418261,1967.0500526418261,2355.2455998902074,2355.2455998902074,2355.2455998902074,-388.1955472483815,-388.1955472483815,-388.1955472483815,0.0,0.0,0.0,38477.7146882739
2018-08-30,36517.92551810034,30476.768498576388,44484.225654194925,36431.53148889031,36616.43323900461,1248.1561000941351,1248.1561000941351,1248.1561000941351,1290.1553308738821,1290.1553308738821,1290.1553308738821,-41.9992307797469,-41.9992307797469,-41.9992307797469,0.0,0.0,0.0,37766.081618194476
2018-08-31,36525.186400568586,28744.18132299511,42885.96283586131,36432.32931917627,36629.67138659302,-776.2891012243828,-776.2891012243828,-776.2891012243828,-1054.0379767478328,-1054.0379767478328,-1054.0379767478328,277.7488755234501,277.7488755234501,277.7488755234501,0.0,0.0,0.0,35748.8972993442
2018-09-01,36532.44728303683,24542.648478469026,38398.38133336995,36434.075547920904,36640.89950048381,-5456.685629229929,-5456.685629229929,-5456.685629229929,-6020.498657665631,-6020.498657665631,-6020.498657665631,563.8130284357019,563.8130284357019,563.8130284357019,0.0,0.0,0.0,31075.761653806905
2018-09-02,36539.70816550509,26060.220245769404,40036.34229293917,36436.230682766465,36655.79902992474,-3539.0517818749818,-3539.0517818749818,-3539.0517818749818,-4348.821488804221,-4348.821488804221,-4348.821488804221,809.7697069292393,809.7697069292393,809.7697069292393,0.0,0.0,0.0,33000.656383630114
2018-09-03,36546.96904797334,34800.75147133695,48677.22037510727,36437.92058246136,36667.33671481607,5250.450021230017,5250.450021230017,5250.450021230017,4240.301552349967,4240.301552349967,4240.301552349967,1010.1484688800509,1010.1484688800509,1010.1484688800509,0.0,0.0,0.0,41797.41906920336
2018-09-04,36554.22993044159,33999.47301008457,48500.79751941636,36440.20888632681,36680.36256626912,4698.206123196928,4698.206123196928,4698.206123196928,3537.6556400971513,3537.6556400971513,3537.6556400971513,1160.5504830997768,1160.5504830997768,1160.5504830997768,0.0,0.0,0.0,41252.436053638514
2018-09-05,36561.49081290984,33450.845395207754,46484.08474869535,36442.99422886228,36693.29996090255,3612.9878664501184,3612.9878664501184,3612.9878664501184,2355.245599888572,2355.245599888572,2355.245599888572,1257.7422665615463,1257.7422665615463,1257.7422665615463,0.0,0.0,0.0,40174.478679359956
2018-09-06,36568.751695378094,32213.500259489207,45645.586937545675,36438.21493418965,36707.42647319615,2589.878038348683,2589.878038348683,2589.878038348683,1290.155330874889,1290.155330874889,1290.155330874889,1299.722707473794,1299.722707473794,1299.722707473794,0.0,0.0,0.0,39158.629733726775
2018-09-07,36576.01257784635,29478.535827974072,43876.869178897854,36437.39739111488,36721.42373955302,231.72406469048784,231.72406469048784,231.72406469048784,-1054.0379767362995,-1054.0379767362995,-1054.0379767362995,1285.7620414267874,1285.7620414267874,1285.7620414267874,0.0,0.0,0.0,36807.73664253684
2018-09-08,36583.273460314595,24925.396254418876,38433.230730521966,36434.631569151454,36735.144024040055,-4804.086600022288,-4804.086600022288,-4804.086600022288,-6020.498657666463,-6020.498657666463,-6020.498657666463,1216.4120576441755,1216.4120576441755,1216.4120576441755,0.0,0.0,0.0,31779.186860292306
2018-09-09,36590.53434278284,25765.344222423937,40493.5537293932,36436.5493487817,36749.64090931272,-3255.3340558668065,-3255.3340558668065,-3255.3340558668065,-4348.821488799965,-4348.821488799965,-4348.821488799965,1093.4874329331578,1093.4874329331578,1093.4874329331578,0.0,0.0,0.0,33335.200286916035
2018-09-10,36597.7952252511,34592.80518083867,49163.66261073078,36438.52841601095,36762.378331797845,5160.3202620038255,5160.3202620038255,5160.3202620038255,4240.301552352351,4240.301552352351,4240.301552352351,920.018709651474,920.018709651474,920.018709651474,0.0,0.0,0.0,41758.11548725493
2018-09-11,36605.05610771935,34095.272628593935,47981.09227508386,36440.90155602118,36774.5388654697,4237.833678426212,4237.833678426212,4237.833678426212,3537.6556400946174,3537.6556400946174,3537.6556400946174,700.1780383315944,700.1780383315944,700.1780383315944,0.0,0.0,0.0,40842.88978614556
2018-09-12,36612.316990187595,32640.971579656958,46249.39771453022,36441.4594999742,36788.588803323975,2794.424983634666,2794.424983634666,2794.424983634666,2355.245599886937,2355.245599886937,2355.245599886937,439.17938374772956,439.17938374772956,439.17938374772956,0.0,0.0,0.0,39406.74197382226
2018-09-13,36619.57787265585,31872.377733356356,45454.19286754606,36441.11179241888,36804.354879115715,1433.3107645188206,1433.3107645188206,1433.3107645188206,1290.155330871277,1290.155330871277,1290.155330871277,143.1554336475436,143.1554336475436,143.1554336475436,0.0,0.0,0.0,38052.88863717467
2018-09-14,36626.8387551241,28744.13967858639,42073.278293159594,36439.84603324434,36818.77410790658,-1235.0240349622652,-1235.0240349622652,-1235.0240349622652,-1054.037976741657,-1054.037976741657,-1054.037976741657,-180.98605822060824,-180.98605822060824,-180.98605822060824,0.0,0.0,0.0,35391.81472016184
2018-09-15,36634.09963759236,22879.023185144404,37046.584333463936,36440.260098293984,36833.12243178276,-6546.221986057916,-6546.221986057916,-6546.221986057916,-6020.498657661761,-6020.498657661761,-6020.498657661761,-525.7233283961548,-525.7233283961548,-525.7233283961548,0.0,0.0,0.0,30087.87765153444
2018-09-16,36641.3605200606,23864.092718709533,38642.98562853251,36439.324844997944,36847.250434684625,-5231.917012796057,-5231.917012796057,-5231.917012796057,-4348.821488795708,-4348.821488795708,-4348.821488795708,-883.0955240003486,-883.0955240003486,-883.0955240003486,0.0,0.0,0.0,31409.443507264546
2018-09-17,36648.62140252886,32866.72283433652,46557.63749892306,36438.747370276746,36860.57550074073,2995.413896597713,2995.413896597713,2995.413896597713,4240.3015523582335,4240.3015523582335,4240.3015523582335,-1244.8876557605204,-1244.8876557605204,-1244.8876557605204,0.0,0.0,0.0,39644.03529912657
2018-09-18,36655.88228499711,31901.665675095184,45371.3925741865,36438.519365718515,36876.45533039162,1934.8341051301347,1934.8341051301347,1934.8341051301347,3537.655640097362,3537.655640097362,3537.655640097362,-1602.8215349672269,-1602.8215349672269,-1602.8215349672269,0.0,0.0,0.0,38590.71639012724
2018-09-19,36663.14316746536,29789.02883774053,44538.9528476679,36438.78858909219,36890.823433031896,406.49708916863665,406.49708916863665,406.49708916863665,2355.245599890995,2355.245599890995,2355.245599890995,-1948.7485107223579,-1948.7485107223579,-1948.7485107223579,0.0,0.0,0.0,37069.640256634
2018-09-20,36670.404049933604,28192.125839676617,42260.99108181201,36437.943311813775,36904.835113857705,-984.6844432688002,-984.6844432688002,-984.6844432688002,1290.155330877561,1290.155330877561,1290.155330877561,-2274.8397741463614,-2274.8397741463614,-2274.8397741463614,0.0,0.0,0.0,35685.7196066648
2018-09-21,36677.664932401865,26031.14578733656,40133.79419188085,36442.0417161181,36919.9771784358,-3627.8080094369143,-3627.8080094369143,-3627.8080094369143,-1054.0379767412892,-1054.0379767412892,-1054.0379767412892,-2573.770032695625,-2573.770032695625,-2573.770032695625,0.0,0.0,0.0,33049.85692296495
2018-09-22,36684.92581487011,20746.07354195926,34908.96693667125,36444.316783482405,36934.3336762311,-8859.38913749991,-8859.38913749991,-8859.38913749991,-6020.4986576678,-6020.4986576678,-6020.4986576678,-2838.8904798321078,-2838.8904798321078,-2838.8904798321078,0.0,0.0,0.0,27825.536677370204
2018-09-23,36692.18669733836,22101.45352511614,36259.53136112967,36443.68807720831,36948.63135693676,-7413.208679563906,-7413.208679563906,-7413.208679563906,-4348.821488791452,-4348.821488791452,-4348.821488791452,-3064.387190772454,-3064.387190772454,-3064.387190772454,0.0,0.0,0.0,29278.978017774454
2018-09-24,36699.44757980662,30071.504916727405,44310.35811820705,36442.73487709531,36962.689184662595,994.8801921095072,994.8801921095072,994.8801921095072,4240.301552350332,4240.301552350332,4240.301552350332,-3245.421360240825,-3245.421360240825,-3245.421360240825,0.0,0.0,0.0,37694.32777191613
2018-09-25,36706.708462274866,29207.570143768782,43309.6348473125,36442.95318859602,36976.10402500123,159.40748216945704,159.40748216945704,159.40748216945704,3537.655640095626,3537.655640095626,3537.655640095626,-3378.2481579261694,-3378.2481579261694,-3378.2481579261694,0.0,0.0,0.0,36866.115944444326
2018-09-26,36713.96934474312,28323.5142143777,42722.94614808397,36445.76111321796,36991.84474328587,-1105.0658051810733,-1105.0658051810733,-1105.0658051810733,2355.2455998861697,2355.2455998861697,2355.2455998861697,-3460.311405067243,-3460.311405067243,-3460.311405067243,0.0,0.0,0.0,35608.903539562045
2018-09-27,36721.23022721137,27186.57595805847,41070.72122869475,36440.00586227235,37006.492473564795,-2200.1564326929815,-2200.1564326929815,-2200.1564326929815,1290.1553308785678,1290.1553308785678,1290.1553308785678,-3490.3117635715494,-3490.3117635715494,-3490.3117635715494,0.0,0.0,0.0,34521.07379451839
2018-09-28,36728.49110967961,24966.544722532515,39330.2423702939,36442.15341000485,37020.58915777123,-4522.284644861124,-4522.284644861124,-4522.284644861124,-1054.037976752373,-1054.037976752373,-1054.037976752373,-3468.2466681087512,-3468.2466681087512,-3468.2466681087512,0.0,0.0,0.0,32206.20646481849
2018-09-29,36735.751992147874,20928.372780860365,34243.34778715637,36439.58462552608,37033.29444439182,-9415.91946966996,-9415.91946966996,-9415.91946966996,-6020.498657668632,-6020.498657668632,-6020.498657668632,-3395.4208120013272,-3395.4208120013272,-3395.4208120013272,0.0,0.0,0.0,27319.832522477915
2018-09-30,36743.01287461612,22136.4644705054,35641.28692095616,36437.11761029924,37049.148821181065,-7623.248097068868,-7623.248097068868,-7623.248097068868,-4348.821488797443,-4348.821488797443,-4348.821488797443,-3274.4266082714257,-3274.4266082714257,-3274.4266082714257,0.0,0.0,0.0,29119.76477754725
2018-10-01,36750.27375708437,30825.108743034343,44584.63688787159,36436.14841050128,37065.16875348294,1131.2068756357942,1131.2068756357942,1131.2068756357942,4240.3015523544655,4240.3015523544655,4240.3015523544655,-3109.094676718671,-3109.094676718671,-3109.094676718671,0.0,0.0,0.0,37881.48063272016
2018-10-02,36757.53463955263,30133.655953364807,44337.75813803577,36434.833555444035,37081.51754571811,633.2405960652906,633.2405960652906,633.2405960652906,3537.6556400930913,3537.6556400930913,3537.6556400930913,-2904.415044027801,-2904.415044027801,-2904.415044027801,0.0,0.0,0.0,37390.77523561792
2018-10-03,36764.795522020875,29609.6023755745,42843.831253675184,36431.563897333326,37100.48140270012,-311.18477476080056,-311.18477476080056,-311.18477476080056,2355.245599887724,2355.245599887724,2355.245599887724,-2666.4303746485243,-2666.4303746485243,-2666.4303746485243,0.0,0.0,0.0,36453.61074726008
2018-10-04,36772.05640448912,29328.691162909134,43017.78343460834,36426.41992376121,37116.42960919705,-1111.947831920178,-1111.947831920178,-1111.947831920178,1290.1553308799037,1290.1553308799037,1290.1553308799037,-2402.103162800082,-2402.103162800082,-2402.103162800082,0.0,0.0,0.0,35660.10857256894
2018-10-05,36779.317286957375,26483.20694871919,40547.46892263462,36423.04619387866,37133.73862234227,-3173.1973753091092,-3173.1973753091092,-3173.1973753091092,-1054.0379767408403,-1054.0379767408403,-1054.0379767408403,-2119.1593985682684,-2119.1593985682684,-2119.1593985682684,0.0,0.0,0.0,33606.11991164827
2018-10-06,36786.57816942563,21331.340204183885,36209.82400978073,36419.950686887794,37147.34806097281,-7846.410418951945,-7846.410418951945,-7846.410418951945,-6020.498657669301,-6020.498657669301,-6020.498657669301,-1825.9117612826433,-1825.9117612826433,-1825.9117612826433,0.0,0.0,0.0,28940.167750473684
2018-10-07,36793.83905189388,23561.335333764422,38267.583189897305,36422.50908121491,37165.161074320946,-5879.8873691104,-5879.8873691104,-5879.8873691104,-4348.821488811333,-4348.821488811333,-4348.821488811333,-1531.0658802990667,-1531.0658802990667,-1531.0658802990667,0.0,0.0,0.0,30913.95168278348
2018-10-08,36801.09993436213,32337.76935143871,46975.77078701226,36424.62168520737,37182.50683642345,2996.78792642755,2996.78792642755,2996.78792642755,4240.301552358599,4240.301552358599,4240.301552358599,-1243.513625931049,-1243.513625931049,-1243.513625931049,0.0,0.0,0.0,39797.88786078968
2018-10-09,36808.36081683038,32763.205668105464,46028.814904771265,36426.29504312393,37197.66358001768,2565.5378976671986,2565.5378976671986,2565.5378976671986,3537.655640092157,3537.655640092157,3537.655640092157,-972.117742424958,-972.117742424958,-972.117742424958,0.0,0.0,0.0,39373.89871449758
2018-10-10,36815.62169929864,31307.464813384922,45142.095966350076,36423.72014505344,37214.202122848634,1629.7531981449858,1629.7531981449858,1629.7531981449858,2355.245599891782,2355.245599891782,2355.245599891782,-725.4924017467963,-725.4924017467963,-725.4924017467963,0.0,0.0,0.0,38445.374897443624
2018-10-11,36822.882581766884,30503.670033040882,44013.063679489685,36417.34385038017,37228.43658719796,778.3708960462864,778.3708960462864,778.3708960462864,1290.1553308759626,1290.1553308759626,1290.1553308759626,-511.7844348296762,-511.7844348296762,-511.7844348296762,0.0,0.0,0.0,37601.25347781317
2018-10-12,36830.14346423513,28135.56501041258,42236.90986815374,36419.26064267793,37246.169522225944,-1392.4980570055466,-1392.4980570055466,-1392.4980570055466,-1054.0379767461977,-1054.0379767461977,-1054.0379767461977,-338.46008025934907,-338.46008025934907,-338.46008025934907,0.0,0.0,0.0,35437.64540722958
2018-10-13,36837.404346703384,23016.132006606564,37537.55624338012,36421.62940489867,37267.695644478656,-6232.600732914259,-6232.600732914259,-6232.600732914259,-6020.49865767534,-6020.49865767534,-6020.49865767534,-212.1020752389197,-212.1020752389197,-212.1020752389197,0.0,0.0,0.0,30604.803613789125
2018-10-14,36844.66522917164,25122.805623610155,39139.77385480568,36421.32023074976,37281.495806973,-4487.043287246034,-4487.043287246034,-4487.043287246034,-4348.821488803126,-4348.821488803126,-4348.821488803126,-138.22179844290724,-138.22179844290724,-138.22179844290724,0.0,0.0,0.0,32357.621941925605
2018-10-15,36851.92611163989,34059.76427651137,47796.85009391962,36419.35203635114,37300.431919194925,4119.210593685568,4119.210593685568,4119.210593685568,4240.3015523524455,4240.3015523524455,4240.3015523524455,-121.09095866687697,-121.09095866687697,-121.09095866687697,0.0,0.0,0.0,40971.13670532546
2018-10-16,36859.18699410814,33559.7560628487,47516.956377207534,36419.760773805625,37324.08466490031,3374.0586308552383,3374.0586308552383,3374.0586308552383,3537.6556400949003,3537.6556400949003,3537.6556400949003,-163.59700923966201,-163.59700923966201,-163.59700923966201,0.0,0.0,0.0,40233.245624963376
2018-10-17,36866.44787657639,32347.76580879787,45922.21997589149,36419.83644196127,37347.3264152842,2088.11954012133,2088.11954012133,2088.11954012133,2355.2455998894616,2355.2455998894616,2355.2455998894616,-267.12605976813177,-267.12605976813177,-267.12605976813177,0.0,0.0,0.0,38954.567416697726
2018-10-18,36873.708759044646,30873.77833261317,44799.232956438915,36412.089453625966,37366.34687635672,858.678770846442,858.678770846442,858.678770846442,1290.1553308769692,1290.1553308769692,1290.1553308769692,-431.47656003052725,-431.47656003052725,-431.47656003052725,0.0,0.0,0.0,37732.387529891086
2018-10-19,36880.96964151289,28288.466058185648,42500.11834895451,36408.18605803134,37384.75141772179,-1708.8444302762575,-1708.8444302762575,-1708.8444302762575,-1054.0379767515562,-1054.0379767515562,-1054.0379767515562,-654.8064535247013,-654.8064535247013,-654.8064535247013,0.0,0.0,0.0,35172.125211236635
2018-10-20,36888.23052398114,23366.707698243903,37017.15582988606,36405.103041472445,37403.05642137287,-6954.114507835298,-6954.114507835298,-6954.114507835298,-6020.498657670637,-6020.498657670637,-6020.498657670637,-933.615850164662,-933.615850164662,-933.615850164662,0.0,0.0,0.0,29934.11601614584
2018-10-21,36895.4914064494,24090.049346726395,38048.864126328175,36402.860732556604,37418.83511911819,-5611.588049150254,-5611.588049150254,-5611.588049150254,-4348.821488817019,-4348.821488817019,-4348.821488817019,-1262.766560333236,-1262.766560333236,-1262.766560333236,0.0,0.0,0.0,31283.903357299147
2018-10-22,36902.75228891765,32571.051029673967,46618.11293108572,36400.07204255932,37435.24623385335,2604.7624732178206,2604.7624732178206,2604.7624732178206,4240.301552354831,4240.301552354831,4240.301552354831,-1635.53907913701,-1635.53907913701,-1635.53907913701,0.0,0.0,0.0,39507.51476213547
2018-10-23,36910.013171385894,31871.3352691056,45372.7824612561,36400.90291074376,37459.07853457933,1493.9288157039368,1493.9288157039368,1493.9288157039368,3537.655640093165,3537.655640093165,3537.655640093165,-2043.726824389228,-2043.726824389228,-2043.726824389228,0.0,0.0,0.0,38403.94198708983
2018-10-24,36917.27405385415,29804.349485433053,44134.39686864424,36397.332697763486,37475.115530679184,-122.5210306061533,-122.5210306061533,-122.5210306061533,2355.2455998910154,2355.2455998910154,2355.2455998910154,-2477.766630497169,-2477.766630497169,-2477.766630497169,0.0,0.0,0.0,36794.75302324799
2018-10-25,36924.5349363224,28076.714261364836,42220.66190244031,36391.71670068099,37492.239326964635,-1636.7483679625439,-1636.7483679625439,-1636.7483679625439,1290.155330873028,1290.155330873028,1290.155330873028,-2926.903698835572,-2926.903698835572,-2926.903698835572,0.0,0.0,0.0,35287.78656835986
2018-10-26,36931.795818790655,25550.332694365152,39465.31124206702,36385.23451562903,37507.84654151431,-4433.426397405707,-4433.426397405707,-4433.426397405707,-1054.0379767457496,-1054.0379767457496,-1054.0379767457496,-3379.388420659957,-3379.388420659957,-3379.388420659957,0.0,0.0,0.0,32498.36942138495
2018-10-27,36939.0567012589,20712.851914128118,34300.64612712465,36380.2003931593,37524.967423896036,-9843.200395427153,-9843.200395427153,-9843.200395427153,-6020.498657671469,-6020.498657671469,-6020.498657671469,-3822.701737755686,-3822.701737755686,-3822.701737755686,0.0,0.0,0.0,27095.85630583175
2018-10-28,36946.317583727156,21728.57111729398,35096.83846666826,36374.303437718496,37538.21546957275,-8592.626494636204,-8592.626494636204,-8592.626494636204,-4348.821488808811,-4348.821488808811,-4348.821488808811,-4243.805005827394,-4243.805005827394,-4243.805005827394,0.0,0.0,0.0,28353.69108909095
2018-10-29,36953.57846619541,29616.78356320759,43360.38808984202,36372.29571016557,37564.253897019094,-389.10813990435395,-389.10813990435395,-389.10813990435395,4240.301552358965,4240.301552358965,4240.301552358965,-4629.409692263319,-4629.409692263319,-4629.409692263319,0.0,0.0,0.0,36564.470326291055
2018-10-30,36960.839348663656,28936.53183432526,42209.6613597027,36367.00668786088,37582.25909537174,-1428.606048607989,-1428.606048607989,-1428.606048607989,3537.6556400914305,3537.6556400914305,3537.6556400914305,-4966.261688699419,-4966.261688699419,-4966.261688699419,0.0,0.0,0.0,35532.23330005567
